index	Column 1	recipient	sender	tosplit 2 2 1	toWD	tosplit 2 2 2
5560	Kuratorium der Zunz-Stiftung an Wissenschaftlicher Beirat der Zunz-Stiftung: / Beirat der Zunz-Stiftung: Berlin, 12.05.1909	Wissenschaftlicher Beirat der Zunz-Stiftung	Kuratorium der Zunz-Stiftung	/ Beirat der Zunz-Stiftung: Berlin	/ Beirat der Zunz-Stiftung: Berlin	 12.05.1909
5561	Hochschule für die Wissenschaft des Judentums <Berlin> an Kuratorium der Zunz-Stiftung: / Lehranstalt für die Wissenschaft des Judenthums: Berlin, 12.11.1909	Kuratorium der Zunz-Stiftung	Hochschule für die Wissenschaft des Judentums <Berlin>	/ Lehranstalt für die Wissenschaft des Judenthums: Berlin	/ Lehranstalt für die Wissenschaft des Judenthums: Berlin	 12.11.1909
5562	Jüdisch-Theologisches Seminar Fraenckel'scher Stiftung <Breslau> / Bibliothek an Kuratorium der Zunz-Stiftung: / Bibliothek des jüdisch-theologischen Seminars: Breslau, 24.02.1910	Kuratorium der Zunz-Stiftung	Jüdisch-Theologisches Seminar Fraenckel'scher Stiftung <Breslau> / Bibliothek	/ Bibliothek des jüdisch-theologischen Seminars: Breslau	/ Bibliothek des jüdisch-theologischen Seminars: Breslau	 24.02.1910
5563	Kuratorium der Zunz-Stiftung an Wissenschaftlicher Beirat der Zunz-Stiftung: / Beirat der Zunzstiftung: Berlin, 10.04.1910	Wissenschaftlicher Beirat der Zunz-Stiftung	Kuratorium der Zunz-Stiftung	/ Beirat der Zunzstiftung: Berlin	/ Beirat der Zunzstiftung: Berlin	 10.04.1910
5564	Jüdische Gemeinde <Berlin> / Vorstand an Kuratorium der Zunz-Stiftung: / Vorstand der Jüdischen Gemeinde zu Berlin: Berlin, 17.07.1911	Kuratorium der Zunz-Stiftung	Jüdische Gemeinde <Berlin> / Vorstand	/ Vorstand der Jüdischen Gemeinde zu Berlin: Berlin	/ Vorstand der Jüdischen Gemeinde zu Berlin: Berlin	 17.07.1911
5565	Königliches Polizei-Präsidium, 1. Abteilung an Kuratorium der Zunz-Stiftung: / Der Polizei-Präsident, Abteilung I: Berlin, 10.10.1908	Kuratorium der Zunz-Stiftung	Königliches Polizei-Präsidium, 1. Abteilung	/ Der Polizei-Präsident	/ Der Polizei-Präsident	 Abteilung I: Berlin, 10.10.1908
5597	Kuratorium der Zunz-Stiftung. Abgesendet - Familienliste: o.O., o.D.			 o.O.	 o.O.	 o.D.
5601	Zunz-Stiftung <Berlin>. Abrechnung für die Zunz-Stiftung: o.O., o.D.			 o.O.	 o.O.	 o.D.
5602	Zunz-Stiftung <Berlin>. Abrechnung für die Zunz-Stiftung und für den Bibliothekfond: o.O., o.D.			 o.O.	 o.O.	 o.D.
5604	Zunz-Stiftung <Berlin>. Abrechnung, Notiz: o.O., o.D.			 o.O.	 o.O.	 o.D.
5606	Kuratorium der Zunz-Stiftung. Adressliste: o.O., o.D.			 o.O.	 o.O.	 o.D.
5608	Kuratorium der Zunz-Stiftung. Am 26.1.1890 fanden sich bei der Sitzung des Kuratoriums der Zunz-Stiftung folgende Effekten vor : Liste: Berlin, 26.01.1890			Liste: Berlin	Liste: Berlin	 26.01.1890
5618	Zunz-Stiftung <Berlin>. Beitrag-Liste: o.O., o.D.			 o.O.	 o.O.	 o.D.
5619	Zunz-Stiftung <Berlin>. Beitrag-Liste: o.O., o.D.			 o.O.	 o.O.	 o.D.
5620	Zunz-Stiftung <Berlin>. Beitrag-Liste: o.O., o.D.			 o.O.	 o.O.	 o.D.
5621	Zunz-Stiftung <Berlin>. Beitrag-Liste: o.O., o.D.			 o.O.	 o.O.	 o.D.
5622	Zunz-Stiftung <Berlin>. Beitrag-Liste: o.O., o.D.			 o.O.	 o.O.	 o.D.
5623	Kuratorium der Zunz-Stiftung. Bekanntmachung pro 1887 ist an 19.6.1887 und 30.6. versenden - Adressanten-Liste: o.O., 1887	19.6.1887 und 30.6. versenden - Adressanten-Liste	Kuratorium der Zunz-Stiftung. Bekanntmachung pro 1887 ist	o.O.	o.O.	1887
5680	"Hebraeische Bibliographie : Blätter für neue und ältere Literatur des Judenthums / Zunz-Stiftung <Berlin>. Ein Artikel ""Zunz-Stiftung für die Wissenschaft des Judentums"" in ""Hebräische Bibliographie : Blätter für neuere und ältere Literatur des Judenthums"", [...]: Berlin, Juli-August 1864"			" Blätter für neue und ältere Literatur des Judenthums / Zunz-Stiftung <Berlin>. Ein Artikel ""Zunz-Stiftung für die Wissenschaft des Judentums"" in ""Hebräische Bibliographie "	" Blätter für neue und ältere Literatur des Judenthums / Zunz-Stiftung <Berlin>. Ein Artikel ""Zunz-Stiftung für die Wissenschaft des Judentums"" in ""Hebräische Bibliographie "	
5685	Kuratorium der Zunz-Stiftung / Zunz-Stiftung <Berlin>. Eingegangene Anmeldungen 1887: o.O., 1887			o.O.	o.O.	1887
5701	Kuratorium der Zunz-Stiftung / Kuratorium der Zunz-Stiftung. Gedruckte Veröffentlichung der Preisfragen: Frankfurt am Main, 18.04.1897			 Fr	 Fr	
5703	Kuratorium der Zunz-Stiftung. Gedruckte Veröffentlichung der Preisfragen : Zeitungen-Liste: o.O., o.D.			 Zeitungen-Liste	 Zeitungen-Liste	
5756	Kuratorium der Zunz-Stiftung. Liste von Adressanten: o.O., o.D.			o.O.	o.O.	 o.D.
5758	"Jeschurun / Kuratorium der Zunz-Stiftung / Zunz-Stiftung <Berlin>. Muster für das im ""Jeschurun"" aufzunehmende Inserat (Anzeige für Unterstützung von wissenschaftlichen Arbeiten im Gebiet Wissenschaft des Judentums, das [...]: Frankfurt am Main, Mai 1901"			 Fr	 Fr	
5772	Zunz-Stiftung <Berlin>. Privat Beitrag-Liste zur Zunz-Stiftung: o.O., o.D.			 o.O.	 o.O.	 o.D.
5773	Zunz-Stiftung <Berlin>. Protokoll: o.O., o.D.			 o.O.	 o.O.	 o.D.
5858	J. Kauffmann <Frankfurt, Main> / Kuratorium der Zunz-Stiftung / Kuratorium der Zunz-Stiftung / J. Kauffmann <Frankfurt, Main>. Verlags-Vertrag: Berlin;Frankfurt am Main, 23.07.1890			Berlin;Frankfurt am Main	Berlin;Frankfurt am Main	 23.07.1890
5859	Kuratorium der Zunz-Stiftung / J. Kauffmann <Frankfurt, Main> / Kuratorium der Zunz-Stiftung / J. Kauffmann <Frankfurt, Main>. Verlagsvertrag (Entwurf): o.O., o.D.			o.O.	o.O.	 o.D.
5862	Kuratorium der Zunz-Stiftung / Zunz-Stiftung <Berlin>. Versendung der gedruckten Zunzstiftung expll. 2, dgl. Bekanntmachung der Curatorium betreffend die Meldungen...Verwendung der Mittel pro 1886: o.O., 1886			o.O.	o.O.	1886
5869	Zunz-Stiftung <Berlin> / Kuratorium der Zunz-Stiftung / Zunz-Stiftung <Berlin>. Verzeichnis der von der Zunz-Stiftung herausgegebenen (a) und subventionierten Druckwerke: o.O., o.D.			 o.O.	 o.O.	 o.D.
5889	Zunz-Stiftung <Berlin>. Zur Aufforderung: o.O., 21.04.1884			 o.O.	 o.O.	 21.04.1884
5892	Zunz-Stiftung <Berlin>. eine Bücherliste von verschiedenen Autoren: o.O., o.D.			 o.O.	 o.O.	 o.D.
